range_bin,doppler_bin,out_i,out_q
50,20,-1,-1
50,21,0,-1
50,22,1,0
50,23,-1,-2
50,24,0,0
50,25,1,1
50,26,1,0
50,27,2,0
50,28,-1,1
50,29,0,1
50,30,1,0
50,31,1,2
51,0,0,-3
51,1,-1,1
51,2,-1,0
51,3,0,-1
51,4,-1,0
51,5,1,0
51,6,-1,-1
51,7,-1,-3
51,8,0,3
51,9,1,-1
51,10,1,0
51,11,0,1
51,12,1,0
51,13,-1,0
51,14,1,1
51,15,1,3
51,16,-1,0
51,17,1,0
51,18,-1,0
51,19,1,0
51,20,-1,0
51,21,1,0
51,22,-1,0
51,23,1,0
51,24,-1,0
51,25,1,0
51,26,-1,0
51,27,1,0
51,28,-1,0
51,29,1,0
51,30,-1,0
51,31,1,0
52,0,-2,-1
52,1,-1,-1
52,2,-1,-1
52,3,-1,-3
52,4,1,0
52,5,1,1
52,6,0,-1
52,7,1,3
52,8,0,-1
52,9,-1,-1
52,10,1,1
52,11,-1,-3
52,12,1,2
52,13,1,1
52,14,0,1
52,15,1,3
52,16,-1,-3
52,17,1,0
52,18,-4,0
52,19,1,-1
52,20,-1,1
52,21,1,0
52,22,-2,0
52,23,2,-2
52,24,-1,1
52,25,1,0
52,26,0,0
52,27,1,-1
52,28,-1,1
52,29,1,0
52,30,2,0
52,31,0,4
53,0,-1,-1
53,1,0,0
53,2,-1,-1
53,3,0,0
53,4,0,-1
53,5,-1,0
53,6,0,-1
53,7,-1,0
53,8,1,-1
53,9,0,2
53,10,1,-1
53,11,0,2
53,12,0,-1
53,13,1,2
53,14,0,-1
53,15,1,2
53,16,-3,-2
53,17,1,0
53,18,-2,-1
53,19,0,-3
53,20,0,2
53,21,0,-3
53,22,0,0
53,23,-1,-1
53,24,1,0
53,25,1,0
53,26,0,1
53,27,0,-1
53,28,2,0
53,29,-2,3
53,30,2,0
53,31,1,5
54,0,-1,-3
54,1,-3,0
54,2,0,1
54,3,0,-2
54,4,-1,-1
54,5,0,0
54,6,1,-1
54,7,1,0
54,8,1,-1
54,9,-1,0
54,10,0,1
54,11,0,0
54,12,1,1
54,13,0,0
54,14,-1,3
54,15,3,2
54,16,0,0
54,17,0,0
54,18,0,0
54,19,0,0
54,20,0,0
54,21,0,0
54,22,0,0
54,23,0,0
54,24,0,0
54,25,0,0
54,26,0,0
54,27,0,0
54,28,0,0
54,29,0,0
54,30,0,0
54,31,0,0
55,0,-2,-1
55,1,0,-1
55,2,-1,0
55,3,-3,-3
55,4,2,0
55,5,0,1
55,6,-1,-1
55,7,2,-1
55,8,-2,1
55,9,0,-1
55,10,1,0
55,11,1,1
55,12,2,0
55,13,0,1
55,14,1,1
55,15,0,3
55,16,0,0
55,17,-3,-2
55,18,0,0
55,19,-1,-2
55,20,0,0
55,21,1,-1
55,22,0,0
55,23,0,0
55,24,0,0
55,25,1,0
55,26,0,0
55,27,1,0
55,28,0,0
55,29,1,3
55,30,0,0
55,31,0,2
56,0,-1,-3
56,1,-1,1
56,2,0,-2
56,3,-3,-1
56,4,2,-1
56,5,-1,0
56,6,0,0
56,7,1,-2
56,8,-1,1
56,9,1,1
56,10,0,-2
56,11,3,3
56,12,0,-1
56,13,1,2
56,14,0,0
56,15,-1,4
56,16,-1,-2
56,17,0,0
56,18,-1,0
56,19,-1,-2
56,20,-1,1
56,21,0,0
56,22,1,-1
56,23,0,0
56,24,-1,0
56,25,0,0
56,26,1,0
56,27,1,0
56,28,-1,1
56,29,0,0
56,30,3,1
56,31,0,2
57,0,-2,-1
57,1,-1,0
57,2,0,-2
57,3,-1,-1
57,4,1,1
57,5,1,0
57,6,-1,0
57,7,1,1
57,8,0,-1
57,9,-1,0
57,10,0,0
57,11,-1,-1
57,12,1,1
57,13,1,0
57,14,1,2
57,15,1,1
57,16,-2,-1
57,17,-1,-2
57,18,0,1
57,19,-1,-1
57,20,-1,0
57,21,0,-2
57,22,1,0
57,23,-3,-2
57,24,2,1
57,25,1,0
57,26,0,-1
57,27,1,3
57,28,1,0
57,29,0,0
57,30,-1,0
57,31,3,4
58,0,-1,0
58,1,0,-1
58,2,0,-1
58,3,0,1
58,4,0,0
58,5,0,-1
58,6,-1,-1
58,7,0,1
58,8,1,0
58,9,0,-1
58,10,0,1
58,11,0,1
58,12,0,0
58,13,0,-1
58,14,1,1
58,15,0,1
58,16,-1,-3
58,17,0,0
58,18,-2,-1
58,19,2,-1
58,20,-2,0
58,21,1,0
58,22,0,-2
58,23,-1,3
58,24,-1,-1
58,25,2,0
58,26,-2,-1
58,27,2,1
58,28,0,0
58,29,1,0
58,30,0,0
58,31,1,5
59,0,-3,-3
59,1,1,0
59,2,-1,-1
59,3,0,-3
59,4,-1,1
59,5,0,0
59,6,0,-1
59,7,0,0
59,8,-1,1
59,9,1,0
59,10,-1,1
59,11,4,-1
59,12,-3,1
59,13,2,0
59,14,2,1
59,15,0,4
59,16,-1,-1
59,17,-1,-1
59,18,0,0
59,19,-3,-1
59,20,1,0
59,21,-1,0
59,22,0,0
59,23,0,-1
59,24,-1,1
59,25,1,-1
59,26,0,0
59,27,1,-1
59,28,1,0
59,29,1,2
59,30,0,0
59,31,2,3
60,0,-2,0
60,1,0,-1
60,2,-1,-1
60,3,-1,-1
60,4,1,-1
60,5,0,1
60,6,0,-1
60,7,1,1
60,8,0,0
60,9,0,-1
60,10,1,1
60,11,-1,-1
60,12,1,1
60,13,0,1
60,14,0,1
60,15,1,1
60,16,-1,0
60,17,0,0
60,18,-1,-1
60,19,0,0
60,20,0,-1
60,21,0,0
60,22,0,-1
60,23,0,0
60,24,1,0
60,25,0,0
60,26,1,1
60,27,0,0
60,28,0,1
60,29,0,0
60,30,0,1
60,31,0,0
61,0,-2,-2
61,1,0,0
61,2,-3,0
61,3,0,-4
61,4,-1,1
61,5,-1,-3
61,6,0,0
61,7,-1,-1
61,8,0,0
61,9,2,0
61,10,-1,0
61,11,4,0
61,12,-1,1
61,13,3,3
61,14,0,0
61,15,1,5
61,16,0,-2
61,17,-4,-2
61,18,0,1
61,19,-1,-1
61,20,0,0
61,21,0,-3
61,22,0,1
61,23,2,1
61,24,0,-2
61,25,0,0
61,26,0,1
61,27,1,1
61,28,0,0
61,29,0,1
61,30,0,1
61,31,2,3
62,0,0,-2
62,1,-1,0
62,2,-1,-1
62,3,0,0
62,4,0,0
62,5,-1,1
62,6,1,-1
62,7,0,1
62,8,0,-2
62,9,1,2
62,10,-1,-1
62,11,0,0
62,12,0,0
62,13,1,1
62,14,1,-1
62,15,0,3
62,16,-2,0
62,17,-2,-3
62,18,1,0
62,19,-1,-1
62,20,-1,-1
62,21,0,-1
62,22,1,0
62,23,1,-3
62,24,0,0
62,25,2,3
62,26,1,0
62,27,1,1
62,28,-1,1
62,29,0,1
62,30,1,0
62,31,-1,3
63,0,-2,-2
63,1,-2,-1
63,2,0,0
63,3,-3,-3
63,4,0,0
63,5,1,0
63,6,0,-1
63,7,0,0
63,8,0,0
63,9,2,1
63,10,0,0
63,11,-1,-1
63,12,2,2
63,13,-1,0
63,14,0,1
63,15,4,4
63,16,-1,-1
63,17,-2,-2
63,18,0,-1
63,19,1,0
63,20,0,0
63,21,-1,0
63,22,0,0
63,23,-1,-1
63,24,-1,1
63,25,2,0
63,26,0,-1
63,27,-1,2
63,28,2,0
63,29,1,-2
63,30,0,2
63,31,1,3
64,0,0,-2
64,1,0,0
64,2,-2,0
64,3,-1,-2
64,4,0,1
64,5,0,0
64,6,0,-1
64,7,0,0
64,8,0,0
64,9,0,0
64,10,0,0
64,11,1,0
64,12,0,1
64,13,0,0
64,14,2,1
64,15,0,2
64,16,-1,0
64,17,-2,-2
64,18,0,-1
64,19,0,0
64,20,1,0
64,21,-1,-1
64,22,0,1
64,23,0,-2
64,24,-1,0
64,25,2,2
64,26,0,-1
64,27,0,0
64,28,1,0
64,29,1,1
64,30,0,1
64,31,0,2
65,0,-1,-3
65,1,-3,0
65,2,1,1
65,3,2,-2
65,4,-3,-1
65,5,1,1
65,6,1,1
65,7,0,-1
65,8,-1,1
65,9,-1,-2
65,10,1,1
65,11,0,0
65,12,1,-1
65,13,-1,1
65,14,1,1
65,15,2,3
65,16,0,0
65,17,0,0
65,18,0,0
65,19,0,0
65,20,0,0
65,21,0,0
65,22,0,0
65,23,0,0
65,24,0,0
65,25,0,0
65,26,0,0
65,27,0,0
65,28,0,0
65,29,0,0
65,30,0,0
65,31,0,0
66,0,-3,-1
66,1,-1,-1
66,2,-1,0
66,3,0,0
66,4,-1,-1
66,5,0,-1
66,6,-2,0
66,7,1,-2
66,8,1,-1
66,9,1,1
66,10,-1,2
66,11,4,0
66,12,-1,-1
66,13,0,1
66,14,0,2
66,15,3,2
66,16,-1,-2
66,17,-1,1
66,18,0,-2
66,19,-1,0
66,20,0,0
66,21,0,-2
66,22,-2,0
66,23,-1,-3
66,24,1,2
66,25,1,-1
66,26,0,2
66,27,1,0
66,28,0,0
66,29,0,2
66,30,2,0
66,31,1,3
67,0,0,-1
67,1,-3,-1
67,2,0,1
67,3,0,-1
67,4,0,-1
67,5,-1,-2
67,6,0,1
67,7,1,-1
67,8,0,-1
67,9,1,1
67,10,0,1
67,11,2,1
67,12,0,-1
67,13,-1,2
67,14,0,1
67,15,1,1
67,16,-1,0
67,17,-1,-1
67,18,-1,0
67,19,-1,-2
67,20,0,0
67,21,0,-3
67,22,0,0
67,23,-1,-2
67,24,1,0
67,25,1,1
67,26,1,0
67,27,1,2
67,28,0,0
67,29,0,3
67,30,0,0
67,31,1,2
68,0,-1,-1
68,1,-1,-1
68,2,0,0
68,3,-1,-3
68,4,1,1
68,5,1,1
68,6,0,0
68,7,1,3
68,8,-1,-1
68,9,-1,-1
68,10,0,0
68,11,-1,-3
68,12,1,1
68,13,1,1
68,14,0,0
68,15,1,3
68,16,-1,-2
68,17,1,0
68,18,-1,0
68,19,-1,-1
68,20,0,0
68,21,0,0
68,22,-1,0
68,23,1,-2
68,24,-1,2
68,25,1,0
68,26,-1,0
68,27,3,1
68,28,-2,0
68,29,2,0
68,30,-1,0
68,31,1,2
69,0,0,-1
69,1,-1,0
69,2,0,0
69,3,-2,0
69,4,0,0
69,5,-1,-1
69,6,0,0
69,7,-1,-2
69,8,0,1
69,9,1,0
69,10,0,0
69,11,2,0
69,12,0,0
69,13,1,1
69,14,0,0
69,15,1,2
69,16,-1,0
69,17,0,-3
69,18,0,0
69,19,0,-1
69,20,1,0
69,21,0,1
69,22,0,0
69,23,0,3
69,24,-1,0
69,25,0,-3
69,26,0,0
69,27,0,-1
69,28,1,0
69,29,0,1
69,30,0,0
69,31,0,3
70,0,0,-1
70,1,-1,0
70,2,0,1
70,3,0,-1
70,4,0,-1
70,5,-1,0
70,6,0,1
70,7,1,-1
70,8,0,-1
70,9,-1,0
70,10,0,1
70,11,2,1
70,12,0,-1
70,13,-1,0
70,14,0,1
70,15,1,1
70,16,-1,-2
70,17,-3,0
70,18,1,1
70,19,-1,-1
70,20,-1,-1
70,21,-2,-2
70,22,1,1
70,23,1,-2
70,24,-1,0
70,25,1,0
70,26,1,1
70,27,3,1
70,28,-1,-1
70,29,0,2
70,30,1,1
70,31,1,2
71,0,-1,-4
71,1,-1,1
71,2,-2,0
71,3,0,-1
71,4,-1,-1
71,5,1,1
71,6,-2,-1
71,7,3,1
71,8,-1,-2
71,9,-1,1
71,10,0,0
71,11,2,1
71,12,-1,-1
71,13,1,1
71,14,0,1
71,15,3,3
71,16,-1,-1
71,17,0,-1
71,18,-1,0
71,19,-1,1
71,20,-1,0
71,21,0,-2
71,22,-1,0
71,23,0,-1
71,24,-1,1
71,25,2,-1
71,26,-1,0
71,27,3,1
71,28,-1,0
71,29,2,0
71,30,-1,0
71,31,2,3
72,0,0,-1
72,1,-1,0
72,2,0,0
72,3,-2,0
72,4,0,0
72,5,-1,-1
72,6,0,0
72,7,-1,-2
72,8,0,1
72,9,1,0
72,10,0,0
72,11,2,0
72,12,0,0
72,13,1,1
72,14,0,0
72,15,1,2
72,16,-1,0
72,17,0,-2
72,18,0,0
72,19,0,-2
72,20,1,0
72,21,0,2
72,22,0,0
72,23,0,2
72,24,-1,0
72,25,0,-2
72,26,0,0
72,27,0,-2
72,28,1,0
72,29,0,2
72,30,0,0
72,31,0,2
73,0,-2,-3
73,1,0,-1
73,2,-3,0
73,3,2,0
73,4,-1,-1
73,5,-1,-1
73,6,0,0
73,7,1,2
73,8,0,-3
73,9,0,1
73,10,-1,0
73,11,2,2
73,12,-1,-1
73,13,1,1
73,14,0,0
73,15,3,4
73,16,-1,-1
73,17,0,0
73,18,0,0
73,19,-2,-2
73,20,1,1
73,21,0,0
73,22,0,0
73,23,2,2
73,24,-1,-1
73,25,0,0
73,26,0,0
73,27,-2,-2
73,28,1,1
73,29,0,0
73,30,0,0
73,31,2,2
74,0,-4,0
74,1,1,-2
74,2,-2,-1
74,3,0,-1
74,4,0,0
74,5,1,-2
74,6,-1,1
74,7,-1,-2
74,8,0,0
74,9,1,2
74,10,0,-1
74,11,2,1
74,12,0,0
74,13,1,2
74,14,-1,1
74,15,3,2
74,16,-2,-1
74,17,-1,0
74,18,0,-3
74,19,0,0
74,20,0,-1
74,21,1,2
74,22,0,-3
74,23,0,2
74,24,2,-1
74,25,-1,0
74,26,0,1
74,27,0,0
74,28,0,-1
74,29,1,2
74,30,0,1
74,31,0,2
75,0,-2,-1
75,1,-1,0
75,2,2,0
75,3,0,-1
75,4,-2,0
75,5,0,0
75,6,1,-2
75,7,-1,-1
75,8,0,1
75,9,1,0
75,10,0,0
75,11,0,1
75,12,0,0
75,13,0,0
75,14,1,2
75,15,1,1
75,16,-1,0
75,17,-2,-2
75,18,1,0
75,19,0,-1
75,20,-1,0
75,21,0,1
75,22,1,0
75,23,0,0
75,24,-1,0
75,25,0,0
75,26,1,0
75,27,0,-1
75,28,-1,0
75,29,2,1
75,30,1,0
75,31,0,2
76,0,-4,-1
76,1,0,0
76,2,0,0
76,3,-1,-1
76,4,0,0
76,5,-1,-2
76,6,-1,0
76,7,-2,-2
76,8,4,1
76,9,0,0
76,10,0,0
76,11,1,1
76,12,0,0
76,13,1,2
76,14,1,0
76,15,2,2
76,16,0,-1
76,17,0,0
76,18,-1,0
76,19,-1,-1
76,20,0,0
76,21,0,0
76,22,-1,-1
76,23,0,-1
76,24,0,1
76,25,0,0
76,26,1,0
76,27,1,1
76,28,0,0
76,29,0,0
76,30,1,1
76,31,0,1
77,0,-1,0
77,1,-1,-3
77,2,-1,0
77,3,0,-1
77,4,0,0
77,5,0,-1
77,6,0,0
77,7,-1,1
77,8,1,0
77,9,-1,-1
77,10,1,0
77,11,0,1
77,12,0,0
77,13,2,1
77,14,0,0
77,15,1,3
77,16,-2,-1
77,17,-2,-1
77,18,0,0
77,19,-1,0
77,20,1,-2
77,21,-1,-1
77,22,0,2
77,23,0,-2
77,24,0,-1
77,25,0,1
77,26,0,0
77,27,3,0
77,28,1,0
77,29,-1,1
77,30,0,2
77,31,2,2
78,0,0,-1
78,1,0,-1
78,2,-1,0
78,3,0,0
78,4,0,1
78,5,0,-1
78,6,1,0
78,7,0,2
78,8,0,-1
78,9,0,-1
78,10,-1,0
78,11,0,0
78,12,0,1
78,13,0,-1
78,14,1,0
78,15,0,2
78,16,-2,-1
78,17,-1,-1
78,18,-1,-1
78,19,-2,-2
78,20,1,0
78,21,-1,0
78,22,0,-1
78,23,2,1
78,24,0,-1
78,25,1,1
78,26,1,1
78,27,-2,-2
78,28,1,2
78,29,1,0
78,30,0,1
78,31,2,3
79,0,-1,0
79,1,0,-2
79,2,-1,0
79,3,1,-1
79,4,0,0
79,5,-2,-1
79,6,0,0
79,7,-1,-2
79,8,1,0
79,9,0,2
79,10,1,0
79,11,-1,1
79,12,0,0
79,13,2,1
79,14,0,0
79,15,1,2
79,16,-1,-1
79,17,0,-2
79,18,-1,-1
79,19,0,0
79,20,0,0
79,21,0,0
79,22,-1,0
79,23,1,0
79,24,-1,1
79,25,0,-2
79,26,1,1
79,27,-2,0
79,28,2,0
79,29,0,0
79,30,1,0
79,31,1,4
80,0,-1,-2
80,1,-1,-1
80,2,-1,0
80,3,0,-3
80,4,0,2
80,5,-1,-3
80,6,0,0
80,7,-1,-1
80,8,1,-2
80,9,1,3
80,10,1,0
80,11,0,-1
80,12,0,2
80,13,1,1
80,14,0,0
80,15,1,5
80,16,-1,0
80,17,0,0
80,18,0,-1
80,19,0,0
80,20,1,0
80,21,0,0
80,22,0,1
80,23,0,0
80,24,-1,0
80,25,0,0
80,26,0,-1
80,27,0,0
80,28,1,0
80,29,0,0
80,30,0,1
80,31,0,0
81,0,-2,-2
81,1,0,-2
81,2,-3,1
81,3,4,-3
81,4,-1,0
81,5,-2,-1
81,6,0,1
81,7,0,0
81,8,0,-2
81,9,0,2
81,10,-1,1
81,11,2,-1
81,12,-1,0
81,13,2,1
81,14,0,1
81,15,2,4
81,16,-3,-2
81,17,0,0
81,18,-1,-2
81,19,-1,-2
81,20,-1,1
81,21,2,-2
81,22,-3,0
81,23,3,0
81,24,-1,0
81,25,2,0
81,26,-1,2
81,27,-1,-2
81,28,1,1
81,29,0,2
81,30,1,0
81,31,3,4
82,0,-4,-5
82,1,1,0
82,2,-7,3
82,3,7,-7
82,4,-4,1
82,5,1,-1
82,6,-1,0
82,7,1,2
82,8,0,-1
82,9,1,0
82,10,-1,-1
82,11,3,1
82,12,0,1
82,13,1,1
82,14,1,2
82,15,1,4
82,16,-3,-5
82,17,-1,-1
82,18,0,3
82,19,1,-8
82,20,-3,2
82,21,2,1
82,22,1,-3
82,23,-2,1
82,24,-1,1
82,25,1,-1
82,26,0,-1
82,27,1,0
82,28,-1,2
82,29,2,1
82,30,-1,1
82,31,4,7
83,0,-7,-6
83,1,2,-6
83,2,-21,21
83,3,38,-25
83,4,-16,4
83,5,2,-2
83,6,2,-1
83,7,-1,1
83,8,1,0
83,9,-2,0
83,10,-1,-3
83,11,4,3
83,12,2,-2
83,13,-2,4
83,14,0,3
83,15,-1,9
83,16,-5,-9
83,17,0,-1
83,18,2,24
83,19,6,-49
83,20,-9,20
83,21,0,-2
83,22,-1,0
83,23,3,-1
83,24,1,1
83,25,-2,1
83,26,2,-2
83,27,-2,1
83,28,1,4
83,29,2,2
83,30,1,2
83,31,1,9
84,0,-3,-5
84,1,-1,1
84,2,-2,2
84,3,4,-5
84,4,-2,0
84,5,-1,0
84,6,2,1
84,7,-1,0
84,8,1,1
84,9,-1,-1
84,10,2,0
84,11,0,1
84,12,0,0
84,13,-1,0
84,14,2,1
84,15,1,4
84,16,-4,-2
84,17,-1,-3
84,18,-2,3
84,19,-1,-9
84,20,-1,2
84,21,1,-2
84,22,1,0
84,23,2,-1
84,24,-2,2
84,25,3,-1
84,26,0,-1
84,27,3,1
84,28,-1,2
84,29,1,2
84,30,1,2
84,31,0,5
85,0,-2,-2
85,1,-2,-1
85,2,-1,1
85,3,0,-3
85,4,-1,0
85,5,-1,-3
85,6,2,1
85,7,0,-1
85,8,0,-2
85,9,0,1
85,10,1,1
85,11,2,1
85,12,-1,0
85,13,-1,3
85,14,2,1
85,15,2,3
85,16,-1,-3
85,17,-1,0
85,18,-1,1
85,19,1,-3
85,20,0,0
85,21,-2,0
85,22,1,0
85,23,0,1
85,24,-1,-1
85,25,1,0
85,26,-1,1
85,27,1,-1
85,28,2,0
85,29,-2,0
85,30,1,2
85,31,2,3
86,0,0,-2
86,1,-1,1
86,2,-1,-2
86,3,0,1
86,4,-1,-1
86,5,1,-1
86,6,-1,-1
86,7,0,-1
86,8,0,0
86,9,1,1
86,10,1,0
86,11,0,1
86,12,1,-1
86,13,-1,3
86,14,1,-1
86,15,0,3
86,16,0,-1
86,17,-3,-2
86,18,0,1
86,19,1,-1
86,20,0,-1
86,21,-1,1
86,22,0,1
86,23,1,0
86,24,0,-1
86,25,-1,0
86,26,0,1
86,27,1,-1
86,28,0,-1
86,29,1,1
86,30,0,1
86,31,1,2
87,0,-2,-1
87,1,-1,0
87,2,-1,-1
87,3,1,-2
87,4,-1,1
87,5,3,0
87,6,-2,-1
87,7,1,2
87,8,0,-1
87,9,-1,0
87,10,-1,1
87,11,1,-2
87,12,-1,1
87,13,3,0
87,14,0,1
87,15,1,2
87,16,0,-3
87,17,-3,0
87,18,0,1
87,19,0,-1
87,20,0,-1
87,21,-1,0
87,22,0,0
87,23,-1,-2
87,24,0,1
87,25,1,0
87,26,0,1
87,27,2,1
87,28,0,-1
87,29,-1,0
87,30,0,2
87,31,3,2
88,0,-3,-1
88,1,-2,-1
88,2,1,-1
88,3,-3,-1
88,4,-1,1
88,5,1,-1
88,6,0,-1
88,7,0,-1
88,8,1,-1
88,9,0,1
88,10,1,1
88,11,1,-1
88,12,-1,1
88,13,1,1
88,14,2,1
88,15,2,3
88,16,-3,0
88,17,0,-4
88,18,-1,0
88,19,-2,-1
88,20,1,0
88,21,0,-2
88,22,0,0
88,23,-1,0
88,24,1,0
88,25,0,0
88,26,1,0
88,27,0,1
88,28,1,0
88,29,0,2
88,30,0,0
88,31,3,4
89,0,-1,-1
89,1,-1,0
89,2,0,0
89,3,0,-1
89,4,-1,-1
89,5,0,0
89,6,1,-2
89,7,-1,-1
89,8,1,1
89,9,1,0
89,10,0,0
89,11,0,1
89,12,1,1
89,13,0,0
89,14,-1,2
89,15,1,1
89,16,-1,-1
89,17,-2,-1
89,18,-1,-1
89,19,-2,-1
89,20,0,-1
89,21,0,0
89,22,0,-1
89,23,-1,-1
89,24,1,1
89,25,0,-1
89,26,1,1
89,27,2,-1
89,28,0,1
89,29,2,2
89,30,0,1
89,31,1,3
90,0,-1,0
90,1,-1,-1
90,2,0,-1
90,3,0,-1
90,4,0,0
90,5,1,1
90,6,-1,-1
90,7,0,1
90,8,1,0
90,9,-1,-1
90,10,0,1
90,11,0,-1
90,12,0,0
90,13,1,1
90,14,1,1
90,15,0,1
90,16,-1,-2
90,17,0,1
90,18,-1,-1
90,19,-1,0
90,20,0,-1
90,21,-1,-1
90,22,0,-1
90,23,-2,-1
90,24,1,0
90,25,0,1
90,26,1,-1
90,27,1,2
90,28,0,-1
90,29,1,3
90,30,0,-1
90,31,2,3
91,0,-4,0
91,1,0,-2
91,2,-2,0
91,3,-1,-2
91,4,2,0
91,5,-1,0
91,6,1,0
91,7,0,0
91,8,0,0
91,9,0,0
91,10,2,0
91,11,-1,0
91,12,2,0
91,13,1,2
91,14,-1,0
91,15,2,2
91,16,-1,-1
91,17,-2,-1
91,18,0,0
91,19,-4,-1
91,20,0,-1
91,21,0,-2
91,22,0,0
91,23,0,-4
91,24,1,1
91,25,2,1
91,26,0,0
91,27,4,1
91,28,0,1
91,29,0,2
91,30,0,0
91,31,0,4
92,0,0,-2
92,1,-2,0
92,2,0,1
92,3,1,-1
92,4,-1,-1
92,5,-1,0
92,6,0,0
92,7,0,-1
92,8,0,0
92,9,0,0
92,10,0,1
92,11,1,1
92,12,1,-1
92,13,-1,0
92,14,0,2
92,15,2,1
92,16,-1,0
92,17,-1,-1
92,18,-1,0
92,19,-1,-2
92,20,0,0
92,21,0,-3
92,22,0,0
92,23,-1,-2
92,24,1,0
92,25,1,1
92,26,1,0
92,27,1,2
92,28,0,0
92,29,0,3
92,30,0,0
92,31,1,2
93,0,-1,-1
93,1,0,-1
93,2,-2,1
93,3,-1,-2
93,4,0,0
93,5,-1,-1
93,6,0,0
93,7,-1,-2
93,8,1,1
93,9,0,1
93,10,2,-1
93,11,1,2
93,12,0,0
93,13,1,1
93,14,0,0
93,15,1,2
93,16,0,-1
93,17,0,0
93,18,0,-1
93,19,0,2
93,20,0,-1
93,21,0,0
93,22,0,-1
93,23,0,2
93,24,0,-1
93,25,0,0
93,26,0,-1
93,27,0,2
93,28,0,-1
93,29,0,0
93,30,0,-1
93,31,0,2
94,0,-1,-1
94,1,-2,-2
94,2,0,0
94,3,-3,0
94,4,0,0
94,5,1,-2
94,6,0,0
94,7,0,0
94,8,1,-1
94,9,0,0
94,10,0,0
94,11,1,0
94,12,0,2
94,13,1,0
94,14,0,0
94,15,2,4
94,16,-1,-3
94,17,0,0
94,18,-1,-1
94,19,-2,-2
94,20,1,0
94,21,0,1
94,22,-1,0
94,23,2,-2
94,24,-1,3
94,25,0,-2
94,26,1,1
94,27,0,0
94,28,1,0
94,29,0,1
94,30,1,0
94,31,0,4
95,0,0,-1
95,1,0,0
95,2,-1,-1
95,3,0,0
95,4,-1,0
95,5,0,-1
95,6,-1,0
95,7,0,-1
95,8,0,1
95,9,0,0
95,10,1,1
95,11,0,0
95,12,1,0
95,13,0,1
95,14,1,0
95,15,0,1
95,16,-4,-1
95,17,0,0
95,18,0,-1
95,19,1,-1
95,20,-2,-1
95,21,1,0
95,22,1,-1
95,23,0,-1
95,24,-2,1
95,25,2,0
95,26,0,-1
95,27,1,1
95,28,0,1
95,29,1,0
95,30,-1,3
95,31,2,1
96,0,-3,0
96,1,0,0
96,2,0,-2
96,3,0,0
96,4,0,-1
96,5,0,0
96,6,1,0
96,7,0,0
96,8,-1,0
96,9,0,0
96,10,2,0
96,11,0,0
96,12,0,1
96,13,0,0
96,14,1,2
96,15,0,0
96,16,-2,-1
96,17,0,-3
96,18,-2,0
96,19,0,-2
96,20,0,1
96,21,0,-3
96,22,1,0
96,23,-3,1
96,24,2,-1
96,25,0,1
96,26,0,0
96,27,2,0
96,28,0,1
96,29,0,1
96,30,1,0
96,31,1,5
97,0,0,-1
97,1,-1,0
97,2,0,0
97,3,-2,0
97,4,0,0
97,5,-1,-1
97,6,0,0
97,7,-1,-2
97,8,0,1
97,9,1,0
97,10,0,0
97,11,2,0
97,12,0,0
97,13,1,1
97,14,0,0
97,15,1,2
97,16,-1,-3
97,17,-3,-1
97,18,1,1
97,19,0,0
97,20,0,-1
97,21,-1,-1
97,22,0,-1
97,23,-1,-1
97,24,1,1
97,25,1,-1
97,26,-1,1
97,27,2,2
97,28,0,-1
97,29,-1,-1
97,30,0,3
97,31,3,3
98,0,-1,-1
98,1,-2,-2
98,2,-1,0
98,3,-1,-4
98,4,1,1
98,5,0,-1
98,6,1,0
98,7,0,2
98,8,-1,-1
98,9,2,0
98,10,-1,0
98,11,1,-2
98,12,1,1
98,13,0,3
98,14,1,0
98,15,0,4
98,16,-2,-1
98,17,-1,-2
98,18,-1,1
98,19,0,-2
98,20,1,-1
98,21,-2,0
98,22,0,1
98,23,1,0
98,24,0,-1
98,25,-1,0
98,26,1,1
98,27,0,0
98,28,1,-1
98,29,0,2
98,30,0,1
98,31,3,2
99,0,0,-1
99,1,0,1
99,2,0,-1
99,3,0,1
99,4,0,-1
99,5,0,1
99,6,0,-1
99,7,0,1
99,8,0,-1
99,9,0,1
99,10,0,-1
99,11,0,1
99,12,0,-1
99,13,0,1
99,14,0,-1
99,15,0,1
99,16,-1,-1
99,17,-1,0
99,18,0,-1
99,19,-2,0
99,20,0,0
99,21,-1,-1
99,22,-1,-1
99,23,-1,-2
99,24,1,1
99,25,1,0
99,26,0,1
99,27,2,0
99,28,0,0
99,29,1,1
99,30,1,1
99,31,1,2
100,0,-2,-1
100,1,0,1
100,2,1,-2
100,3,0,1
100,4,-1,-1
100,5,0,1
100,6,0,-2
100,7,0,1
100,8,0,-1
100,9,0,1
100,10,1,0
100,11,0,1
100,12,-1,-1
100,13,0,1
100,14,2,0
100,15,0,1
100,16,0,-2
100,17,-2,0
100,18,-1,0
100,19,-2,-2
100,20,0,1
100,21,-1,-2
100,22,1,0
100,23,0,-1
100,24,0,0
100,25,2,0
100,26,-1,0
100,27,2,0
100,28,0,1
100,29,1,2
100,30,1,0
100,31,0,3
101,0,0,-1
101,1,-2,-2
101,2,-1,0
101,3,0,-1
101,4,0,0
101,5,0,1
101,6,-1,-1
101,7,0,-1
101,8,0,1
